Project,Module,File,GT,TFIDF,TFIDF Score,LLMProb,LLMProb Score,LLMAssign
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceLocal.java,DM,UM,2.06,DM,80,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java,DM,DM,60.31,DM,95,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessLocal.java,DM,DM,59.04,DM,90,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeRemote.java,DM,UM,46.79,DM,95,DM
mediastore,MediaManagement,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,DM,DM,113.31,DM,100,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingLocal.java,DM,DM,57.73,DM,100,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeLocal.java,DM,UM,46.79,DM,95,DM
mediastore,MediaManagement,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/Audio.java,DM,DM,106.23,DM,95,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenance.java,DM,UM,1,DM,90,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementLocal.java,UM,UM,2.06,DM,70,UM
mediastore,MediaManagement,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,DM,DM,123.79,DM,100,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccess.java,DM,DM,77.85,DM,95,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java,DM,DM,60.62,DM,95,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagement.java,UM,UM,3.72,DM,90,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessRemote.java,DM,DM,59.04,DM,80,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackaging.java,DM,DM,70.34,DM,100,DM
mediastore,UserManagement,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/MediaAccessImpl.java,DM,DM,109.4,DM,95,DM
mediastore,UserManagement,Implementation/mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java,DM,DM,172.15,DM,100,DM
mediastore,UserManagement,Implementation/mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java,DM,DM,186.67,DM,95,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementRemote.java,UM,UM,1,DM,95,DM
mediastore,UserManagement,Implementation/mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java,DM,DM,133.39,DM,100,DM
mediastore,UserManagement,Implementation/mediastore.ejb.packaging/src/edu/kit/ipd/sdq/mediastore/ejb/packaging/PackagingImpl.java,DM,DM,114.42,DM,90,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java,DM,DM,57.73,DM,95,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceRemote.java,DM,UM,1,DM,95,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacade.java,DM,DM,56.85,DM,90,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagement.java,DM,DM,72.3,DM,90,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceLocal.java,DM,UM,2.06,DM,85,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java,UM,UM,2.06,DM,60,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessLocal.java,DM,DM,59.04,DM,95,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeRemote.java,DM,UM,46.79,DM,95,DM
mediastore,UserManagement,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,DM,DM,113.31,DM,95,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingLocal.java,DM,DM,57.73,DM,95,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeLocal.java,DM,UM,46.79,DM,95,DM
mediastore,UserManagement,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/Audio.java,DM,DM,106.23,DM,95,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenance.java,DM,UM,1,DM,90,DM
mediastore,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementLocal.java,DM,DM,60.62,DM,95,DM
mediastore,UserManagement,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,DM,DM,123.79,DM,95,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccess.java,DM,DM,77.85,DM,95,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java,DM,DM,60.62,DM,95,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagement.java,DM,DM,76.2,DM,100,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessRemote.java,DM,DM,59.04,DM,95,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackaging.java,DM,DM,70.34,DM,100,DM
mediastore,UserDBAdapter,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/MediaAccessImpl.java,DM,DM,109.4,DM,100,DM
mediastore,UserDBAdapter,Implementation/mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java,DM,DM,172.15,DM,95,DM
mediastore,UserDBAdapter,Implementation/mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java,DM,DM,186.67,DM,100,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementRemote.java,DM,DM,60.31,DM,100,DM
mediastore,UserDBAdapter,Implementation/mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java,DM,DM,133.39,DM,100,DM
mediastore,UserDBAdapter,Implementation/mediastore.ejb.packaging/src/edu/kit/ipd/sdq/mediastore/ejb/packaging/PackagingImpl.java,DM,DM,114.42,DM,100,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java,DM,DM,57.73,DM,95,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceRemote.java,DM,UM,1,DM,90,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacade.java,DM,DM,56.85,DM,95,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagement.java,DM,DM,72.3,DM,95,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceLocal.java,DM,UM,2.06,DM,70,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java,DM,DM,60.31,DM,95,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessLocal.java,DM,DM,59.04,DM,90,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeRemote.java,DM,UM,46.79,DM,95,DM
mediastore,UserDBAdapter,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,UM,UM,5.01,DM,100,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingLocal.java,DM,DM,57.73,DM,95,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeLocal.java,DM,UM,46.79,DM,100,DM
mediastore,UserDBAdapter,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/Audio.java,DM,DM,106.23,DM,95,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenance.java,DM,UM,1,DM,85,DM
mediastore,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementLocal.java,DM,DM,60.62,DM,95,DM
mediastore,UserDBAdapter,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,UM,UM,2.35,DM,80,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccess.java,DM,DM,77.85,DM,95,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java,DM,DM,60.62,DM,95,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagement.java,DM,DM,76.2,DM,95,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessRemote.java,DM,DM,59.04,DM,90,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackaging.java,DM,DM,70.34,DM,95,DM
mediastore,TagWatermarking,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/MediaAccessImpl.java,DM,DM,109.4,DM,95,DM
mediastore,TagWatermarking,Implementation/mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java,DM,DM,172.15,DM,95,DM
mediastore,TagWatermarking,Implementation/mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java,DM,DM,186.67,UM,0,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementRemote.java,DM,DM,60.31,DM,95,DM
mediastore,TagWatermarking,Implementation/mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java,UM,UM,13,UM,30,UM
mediastore,TagWatermarking,Implementation/mediastore.ejb.packaging/src/edu/kit/ipd/sdq/mediastore/ejb/packaging/PackagingImpl.java,DM,DM,114.42,DM,100,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java,DM,DM,57.73,DM,100,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceRemote.java,DM,UM,1,DM,90,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacade.java,DM,DM,56.85,DM,90,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagement.java,DM,DM,72.3,DM,95,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceLocal.java,DM,UM,2.06,DM,65,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java,DM,DM,60.31,DM,95,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessLocal.java,DM,DM,59.04,DM,95,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeRemote.java,DM,UM,46.79,DM,90,DM
mediastore,TagWatermarking,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,DM,DM,113.31,DM,100,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingLocal.java,DM,DM,57.73,DM,95,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeLocal.java,DM,UM,46.79,DM,95,DM
mediastore,TagWatermarking,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/Audio.java,DM,DM,106.23,DM,95,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenance.java,DM,UM,1,DM,75,DM
mediastore,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementLocal.java,DM,DM,60.62,DM,95,DM
mediastore,TagWatermarking,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,DM,DM,123.79,DM,100,DM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccess.java,DM,DM,77.85,DM,95,DM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java,DM,DM,60.62,DM,95,DM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagement.java,DM,DM,76.2,DM,95,DM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessRemote.java,DM,DM,59.04,DM,90,DM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackaging.java,UM,UM,5.57,DM,70,UM
mediastore,Packaging,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/MediaAccessImpl.java,DM,DM,109.4,DM,95,DM
mediastore,Packaging,Implementation/mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java,DM,DM,172.15,DM,95,DM
mediastore,Packaging,Implementation/mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java,DM,DM,186.67,DM,95,DM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementRemote.java,DM,DM,60.31,DM,95,DM
mediastore,Packaging,Implementation/mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java,DM,DM,133.39,DM,95,DM
mediastore,Packaging,Implementation/mediastore.ejb.packaging/src/edu/kit/ipd/sdq/mediastore/ejb/packaging/PackagingImpl.java,UM,UM,10.58,DM,70,UM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java,UM,UM,1,DM,70,UM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceRemote.java,DM,UM,1,DM,90,DM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacade.java,DM,DM,56.85,DM,90,DM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagement.java,DM,DM,72.3,DM,95,DM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceLocal.java,DM,UM,2.06,DM,90,DM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java,DM,DM,60.31,DM,95,DM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessLocal.java,DM,DM,59.04,DM,80,DM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeRemote.java,DM,UM,46.79,DM,95,DM
mediastore,Packaging,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,DM,DM,113.31,DM,95,DM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingLocal.java,UM,UM,2.06,DM,70,UM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeLocal.java,DM,UM,46.79,UM,0,DM
mediastore,Packaging,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/Audio.java,DM,DM,106.23,DM,90,DM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenance.java,DM,UM,1,DM,90,DM
mediastore,Packaging,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementLocal.java,DM,DM,60.62,DM,90,DM
mediastore,Packaging,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,DM,DM,123.79,DM,100,DM
mediastore,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccess.java,UM,UM,9.04,DM,90,DM
